"country","subject","Unit","Date","Value"
"Antigua and Barbuda","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",-0.55
"Antigua and Barbuda","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",5.334
"Antigua and Barbuda","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",2.099
"Antigua and Barbuda","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",1.788
"Antigua and Barbuda","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",1.416
"Antigua and Barbuda","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",3.377
"Argentina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",9.775
"Argentina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",10.461
"Argentina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",6.27
"Argentina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",8.585
"Argentina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",9.642
"Argentina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",10.898
"Argentina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",8.83
"Argentina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",10.043
"Armenia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",7.653
"Armenia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",7.274
"Armenia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",3.544
"Armenia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",9.018
"Armenia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",0.648
"Armenia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",2.955
"Armenia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",4.553
"Armenia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.513
"Australia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",3.304
"Australia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",2.918
"Australia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",1.771
"Australia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",4.35
"Australia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",2.692
"Australia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",3.555
"Australia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",2.328
"Australia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",1.763
"Austria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",3.552
"Austria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",1.69
"Austria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",0.401
"Austria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",3.223
"Austria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",2.108
"Austria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",1.69
"Austria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",2.203
"Austria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.575
"Azerbaijan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",7.869
"Azerbaijan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",5.666
"Azerbaijan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",1.56
"Azerbaijan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",20.82
"Azerbaijan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",9.68
"Azerbaijan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",8.374
"Azerbaijan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",16.595
"Azerbaijan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",1.023
"Bahrain","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",-0.415
"Bahrain","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",1.97
"Bahrain","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",2.785
"Bahrain","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",3.533
"Bahrain","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",2.618
"Bahrain","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",2.041
"Bahrain","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",3.252
"Bahrain","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.814
"Bangladesh","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",10.703
"Bangladesh","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",8.126
"Bangladesh","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",5.426
"Bangladesh","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",8.9
"Bangladesh","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",7.04
"Bangladesh","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",6.77
"Bangladesh","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",9.109
"Bangladesh","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",6.229
"Barbados","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",9.426
"Barbados","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",5.748
"Barbados","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",3.718
"Barbados","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",8.105
"Barbados","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",6.054
"Barbados","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",7.34
"Barbados","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",4.016
"Barbados","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",4.539
"Belarus","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",53.228
"Belarus","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",7.743
"Belarus","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",12.95
"Belarus","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",14.828
"Belarus","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",10.336
"Belarus","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",6.992
"Belarus","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",8.429
"Belarus","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",59.218
"Belgium","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",3.355
"Belgium","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",2.332
"Belgium","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",-0.009
"Belgium","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",4.492
"Belgium","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",2.534
"Belgium","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",2.335
"Belgium","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",1.815
"Belgium","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.624
"Belize","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",1.695
"Belize","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",0.918
"Belize","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",-1.104
"Belize","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",6.394
"Belize","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",3.651
"Belize","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",4.24
"Belize","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",2.318
"Belize","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",1.208
"Benin","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",2.736
"Benin","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",2.179
"Benin","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",0.899
"Benin","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",7.403
"Benin","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",5.364
"Benin","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",3.787
"Benin","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",1.294
"Benin","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",6.743
"Bhutan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",8.552
"Bhutan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",4.826
"Bhutan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",7.127
"Bhutan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",6.3
"Bhutan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",4.822
"Bhutan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",4.93
"Bhutan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",5.246
"Bhutan","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",10.115
"Bolivia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",9.883
"Bolivia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",2.502
"Bolivia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",3.346
"Bolivia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",14.009
"Bolivia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",5.4
"Bolivia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",4.3
"Bolivia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",6.656
"Bolivia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",4.519
"Bosnia and Herzegovina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",3.675
"Bosnia and Herzegovina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",2.123
"Bosnia and Herzegovina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",-0.381
"Bosnia and Herzegovina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",7.434
"Bosnia and Herzegovina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",3.582
"Bosnia and Herzegovina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",6.128
"Bosnia and Herzegovina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",1.492
"Bosnia and Herzegovina","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.049
"Botswana","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",8.464
"Botswana","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",6.95
"Botswana","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",8.108
"Botswana","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",12.623
"Botswana","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",8.61
"Botswana","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",11.553
"Botswana","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",7.077
"Botswana","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",7.533
"Brazil","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",6.636
"Brazil","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",5.039
"Brazil","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",4.888
"Brazil","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",5.678
"Brazil","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",6.87
"Brazil","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",4.184
"Brazil","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",3.641
"Brazil","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",5.404
"Brunei Darussalam","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",0.142
"Brunei Darussalam","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",0.216
"Brunei Darussalam","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",1.043
"Brunei Darussalam","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",2.085
"Brunei Darussalam","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",1.087
"Brunei Darussalam","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",0.154
"Brunei Darussalam","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",0.966
"Brunei Darussalam","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",0.108
"Bulgaria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",3.389
"Bulgaria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",3.036
"Bulgaria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",2.472
"Bulgaria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",11.95
"Bulgaria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",6.041
"Bulgaria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",7.418
"Bulgaria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",7.571
"Bulgaria","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.389
"Burkina Faso","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",2.775
"Burkina Faso","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",-0.608
"Burkina Faso","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",2.602
"Burkina Faso","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",10.673
"Burkina Faso","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",6.411
"Burkina Faso","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",2.352
"Burkina Faso","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",-0.249
"Burkina Faso","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",3.817
"Burundi","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",14.855
"Burundi","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",4.082
"Burundi","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",4.629
"Burundi","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",25.674
"Burundi","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",1.075
"Burundi","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",9.001
"Burundi","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",14.694
"Burundi","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",11.841
"Cambodia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",5.478
"Cambodia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",3.997
"Cambodia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",-0.663
"Cambodia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",24.997
"Cambodia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",6.349
"Cambodia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",6.143
"Cambodia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",7.668
"Cambodia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.925
"Cameroon","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",2.94
"Cameroon","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",1.279
"Cameroon","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",3.04
"Cameroon","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",5.338
"Cameroon","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",1.993
"Cameroon","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",4.906
"Cameroon","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",1.125
"Cameroon","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.382
"Canada","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",2.89
"Canada","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",1.769
"Canada","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",0.299
"Canada","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",2.385
"Canada","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",2.23
"Canada","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",2.018
"Canada","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",2.131
"Canada","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",1.523
"Cape Verde","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",4.474
"Cape Verde","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",2.079
"Cape Verde","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",0.99
"Cape Verde","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",6.793
"Cape Verde","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",0.434
"Cape Verde","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",4.842
"Cape Verde","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",4.394
"Cape Verde","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.543
"Central African Republic","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",1.195
"Central African Republic","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",1.491
"Central African Republic","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",3.522
"Central African Republic","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",9.262
"Central African Republic","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",2.885
"Central African Republic","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",6.694
"Central African Republic","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",0.935
"Central African Republic","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",5.874
"Chad","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",1.891
"Chad","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",-2.123
"Chad","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",10.103
"Chad","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",8.337
"Chad","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",3.675
"Chad","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",7.707
"Chad","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",-7.44
"Chad","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",7.676
"Chile","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",3.34
"Chile","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",1.408
"Chile","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",1.484
"Chile","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",8.716
"Chile","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",3.052
"Chile","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",3.392
"Chile","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",4.408
"Chile","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",3.007
"China","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",5.4
"China","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",3.3
"China","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",-0.7
"China","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",5.9
"China","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",1.8
"China","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",1.5
"China","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",4.8
"China","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",2.646
"Colombia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2011 12:00:00 AM",3.415
"Colombia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2010 12:00:00 AM",2.272
"Colombia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2009 12:00:00 AM",4.203
"Colombia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2008 12:00:00 AM",6.997
"Colombia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2005 12:00:00 AM",5.051
"Colombia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2006 12:00:00 AM",4.293
"Colombia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2007 12:00:00 AM",5.544
"Colombia","Inflation, average consumer prices (Percent change)","Percent change","1/1/2012 12:00:00 AM",3.169
