"country","subject","Unit","Date","Value"
"Angola","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",115.342
"Antigua and Barbuda","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",1.13
"Antigua and Barbuda","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",1.136
"Antigua and Barbuda","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",1.206
"Antigua and Barbuda","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",1.347
"Antigua and Barbuda","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",0.997
"Antigua and Barbuda","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",1.135
"Antigua and Barbuda","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",1.289
"Antigua and Barbuda","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",1.205
"Argentina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",556.564
"Argentina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",461.512
"Argentina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",376.826
"Argentina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",403.744
"Argentina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",220.907
"Argentina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",262.814
"Argentina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",329.275
"Argentina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",603.038
"Armenia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",10.142
"Armenia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",9.26
"Armenia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",8.648
"Armenia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",11.662
"Armenia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",4.9
"Armenia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",6.384
"Armenia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",9.206
"Armenia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",9.958
"Australia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",1498.366
"Australia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",1249.364
"Australia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",997.636
"Australia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",1054.596
"Australia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",733.059
"Australia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",781.517
"Australia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",948.913
"Australia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",1555.628
"Austria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",416.365
"Austria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",378.384
"Austria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",384.73
"Austria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",416.119
"Austria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",305.513
"Austria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",325.256
"Austria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",375.581
"Austria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",394.676
"Azerbaijan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",64.819
"Azerbaijan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",52.913
"Azerbaijan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",44.289
"Azerbaijan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",46.378
"Azerbaijan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",13.245
"Azerbaijan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",21.027
"Azerbaijan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",33.09
"Azerbaijan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",68.7
"Bahrain","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",29.038
"Bahrain","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",25.708
"Bahrain","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",22.933
"Bahrain","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",25.705
"Bahrain","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",15.965
"Bahrain","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",18.501
"Bahrain","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",21.725
"Bahrain","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",30.66
"Bangladesh","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",131.181
"Bangladesh","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",122.157
"Bangladesh","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",108.973
"Bangladesh","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",96.935
"Bangladesh","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",70.154
"Bangladesh","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",74.833
"Bangladesh","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",84.892
"Bangladesh","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",141.715
"Barbados","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",4.369
"Barbados","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",4.434
"Barbados","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",4.593
"Barbados","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",4.542
"Barbados","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",3.892
"Barbados","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",4.314
"Barbados","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",4.513
"Barbados","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",4.225
"Belarus","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",59.735
"Belarus","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",55.221
"Belarus","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",49.209
"Belarus","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",60.752
"Belarus","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",30.21
"Belarus","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",36.962
"Belarus","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",45.276
"Belarus","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",63.615
"Belgium","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",513.79
"Belgium","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",472.097
"Belgium","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",474.483
"Belgium","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",509.765
"Belgium","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",378.006
"Belgium","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",400.338
"Belgium","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",460.28
"Belgium","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",483.187
"Belize","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",1.489
"Belize","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",1.398
"Belize","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",1.339
"Belize","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",1.37
"Belize","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",1.114
"Belize","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",1.217
"Belize","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",1.291
"Belize","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",1.573
"Benin","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",7.304
"Benin","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",6.57
"Benin","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",6.602
"Benin","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",6.665
"Benin","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",4.366
"Benin","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",4.709
"Benin","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",5.514
"Benin","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",7.547
"Bhutan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",1.732
"Bhutan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",1.381
"Bhutan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",1.333
"Bhutan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",1.26
"Bhutan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",0.75
"Bhutan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",0.871
"Bhutan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",0.995
"Bhutan","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",1.986
"Bolivia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",24.121
"Bolivia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",19.786
"Bolivia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",17.464
"Bolivia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",16.792
"Bolivia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",9.573
"Bolivia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",11.52
"Bolivia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",13.216
"Bolivia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",27.265
"Bosnia and Herzegovina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",18.318
"Bosnia and Herzegovina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",16.847
"Bosnia and Herzegovina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",17.265
"Bosnia and Herzegovina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",18.712
"Bosnia and Herzegovina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",10.935
"Bosnia and Herzegovina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",12.46
"Bosnia and Herzegovina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",15.323
"Bosnia and Herzegovina","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",16.906
"Botswana","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",15.334
"Botswana","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",13.755
"Botswana","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",10.156
"Botswana","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",11.197
"Botswana","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",10.027
"Botswana","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",10.165
"Botswana","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",10.942
"Botswana","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",14.552
"Brazil","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",2474.636
"Brazil","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",2142.905
"Brazil","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",1622.311
"Brazil","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",1653.539
"Brazil","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",882.044
"Brazil","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",1089.255
"Brazil","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",1366.853
"Brazil","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",2247.745
"Brunei Darussalam","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",16.693
"Brunei Darussalam","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",12.371
"Brunei Darussalam","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",10.733
"Brunei Darussalam","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",14.417
"Brunei Darussalam","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",9.531
"Brunei Darussalam","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",11.471
"Brunei Darussalam","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",12.248
"Brunei Darussalam","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",16.952
"Bulgaria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",53.575
"Bulgaria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",47.837
"Bulgaria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",48.654
"Bulgaria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",52.143
"Bulgaria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",28.971
"Bulgaria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",33.245
"Bulgaria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",42.177
"Bulgaria","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",51.328
"Burkina Faso","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",10.472
"Burkina Faso","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",9.136
"Burkina Faso","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",8.369
"Burkina Faso","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",8.393
"Burkina Faso","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",5.474
"Burkina Faso","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",5.82
"Burkina Faso","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",6.762
"Burkina Faso","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",11.032
"Burundi","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",2.371
"Burundi","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",2.032
"Burundi","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",1.775
"Burundi","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",1.612
"Burundi","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",1.117
"Burundi","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",1.273
"Burundi","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",1.356
"Burundi","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",2.51
"Cambodia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",12.89
"Cambodia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",11.255
"Cambodia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",10.414
"Cambodia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",10.352
"Cambodia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",6.293
"Cambodia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",7.275
"Cambodia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",8.639
"Cambodia","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",14.134
"Cameroon","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",26.612
"Cameroon","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",23.667
"Cameroon","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",23.442
"Cameroon","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",23.432
"Cameroon","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2005 12:00:00 AM",16.617
"Cameroon","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2006 12:00:00 AM",17.97
"Cameroon","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2007 12:00:00 AM",20.461
"Cameroon","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2012 12:00:00 AM",26.487
"Canada","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2011 12:00:00 AM",1778.632
"Canada","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2010 12:00:00 AM",1614.072
"Canada","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2009 12:00:00 AM",1370.839
"Canada","Gross domestic product, current prices (U.S. dollars)","U.S. dollars (Billions)","1/1/2008 12:00:00 AM",1542.561
